Project Name,Transacted Price ($),Area (SQFT),Street Name,Type of Sale,Type of Area,Property Type,Number of Units,Postal District,Market Segment,Data_Source,Year,Month,start_floor,end_floor,is_freehold,lease_duration_years,lease_commencement_year,remaining_lease_years,lease_age_at_sale,lease_maturity_ratio,lease_category_encoded,is_peak_season,is_november,quarter,month_sin,month_cos
THE AZURE,2268888.0,1733.0,OCEAN DRIVE,Resale,Strata,Condominium,1.0,4.0,Core Central Region,train,21,4,1,5,0,99,2005,83,16,0.16161616161616163,1,0,0,2,0.8660254037844387,-0.49999999999999983
FLORAVIEW,550000.0,376.74,ANG MO KIO STREET 66,Resale,Strata,Apartment,1.0,20.0,Outside Central Region,train,22,1,1,5,1,9999,0,9999,0,0.0,0,0,0,1,0.49999999999999994,0.8660254037844387
LIVIA,1099000.0,914.94,PASIR RIS GROVE,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,24,5,16,20,0,99,2008,83,16,0.16161616161616163,1,0,0,2,0.49999999999999994,-0.8660254037844387
FORETT@BUKIT TIMAH,1662000.0,721.19,TOH TUCK ROAD,Sub Sale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,23,12,1,5,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
NEWTON LODGE,1850000.0,1216.33,NEWTON ROAD,Resale,Strata,Apartment,1.0,11.0,Core Central Region,train,21,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
MARINA COLLECTION,6250000.0,3412.19,COVE DRIVE,Resale,Strata,Condominium,1.0,4.0,Core Central Region,train,21,3,1,5,0,99,2007,85,14,0.1414141414141414,1,0,0,1,1.0,6.123233995736766e-17
D'LEEDON,1420000.0,785.77,LEEDON HEIGHTS,Resale,Strata,Condominium,1.0,10.0,Core Central Region,train,21,12,16,20,0,99,2010,88,11,0.1111111111111111,1,0,0,4,-2.4492935982947064e-16,1.0
WALLICH RESIDENCE,4220000.0,1313.21,WALLICH STREET,Resale,Strata,Apartment,1.0,2.0,Core Central Region,train,21,10,46,50,0,99,2011,89,10,0.10101010101010101,1,1,0,4,-0.8660254037844386,0.5000000000000001
FORESQUE RESIDENCES,2310000.0,2206.62,PETIR ROAD,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,24,4,21,25,0,99,2011,86,13,0.13131313131313133,1,0,0,2,0.8660254037844387,-0.49999999999999983
CANNINGHILL PIERS,2182000.0,818.06,CLARKE QUAY,New Sale,Strata,Apartment,1.0,6.0,Rest of Central Region,train,21,11,1,5,0,99,2021,99,0,0.0,1,1,1,4,-0.5000000000000004,0.8660254037844384
FLAMINGO VALLEY,1187000.0,818.06,SIGLAP ROAD,Resale,Strata,Condominium,1.0,15.0,Outside Central Region,train,21,8,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
TWIN VEW,1800000.0,1054.87,WEST COAST VALE,Resale,Strata,Apartment,1.0,5.0,Outside Central Region,train,24,2,1,5,0,99,2017,92,7,0.0707070707070707,1,0,0,1,0.8660254037844386,0.5000000000000001
SERENITY PARK,1460000.0,1323.97,TAMARIND ROAD,Resale,Strata,Condominium,1.0,28.0,Outside Central Region,train,21,9,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-1.0,-1.8369701987210297e-16
SUNVILLE,1480000.0,1162.51,ST. MICHAEL'S ROAD,Resale,Strata,Apartment,1.0,12.0,Rest of Central Region,train,23,8,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
CHANGI GREEN,1770000.0,1431.61,UPPER CHANGI ROAD EAST,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,24,12,1,5,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
PINETREE HILL,1820000.0,764.24,PINE GROVE,New Sale,Strata,Condominium,1.0,21.0,Rest of Central Region,train,23,7,16,20,0,99,2022,98,1,0.010101010101010102,1,0,0,3,-0.4999999999999998,-0.8660254037844388
RIVERFRONT RESIDENCES,733000.0,462.85,HOUGANG AVENUE 7,New Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,20,8,11,15,0,99,2018,97,2,0.020202020202020204,1,0,0,3,-0.8660254037844384,-0.5000000000000004
HILLHAVEN,2008224.0,958.0,HILLVIEW RISE,New Sale,Strata,Condominium,1.0,23.0,Outside Central Region,train,24,9,16,20,0,99,2023,98,1,0.010101010101010102,1,0,0,3,-1.0,-1.8369701987210297e-16
SKYLINE 360 @ SAINT THOMAS WALK,5700000.0,2131.27,ST. THOMAS WALK,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,23,3,21,25,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
NINE RESIDENCES,715000.0,570.49,YISHUN AVENUE 9,Resale,Strata,Apartment,1.0,27.0,Outside Central Region,train,22,8,1,5,0,99,2013,90,9,0.09090909090909091,1,0,0,3,-0.8660254037844384,-0.5000000000000004
AMBER PARK,1288990.0,548.96,AMBER GARDENS,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,21,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
WHISTLER GRAND,1476000.0,958.0,WEST COAST VALE,New Sale,Strata,Apartment,1.0,5.0,Outside Central Region,train,20,8,31,35,0,99,2018,97,2,0.020202020202020204,1,0,0,3,-0.8660254037844384,-0.5000000000000004
SKY VUE,1438000.0,796.54,BISHAN STREET 15,Resale,Strata,Condominium,1.0,20.0,Rest of Central Region,train,22,9,6,10,0,99,2013,90,9,0.09090909090909091,1,0,0,3,-1.0,-1.8369701987210297e-16
VENTANA,1400000.0,1184.04,PASIR PANJANG HILL,Resale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,20,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
ARDMORE PARK,11000000.0,2884.75,ARDMORE PARK,Resale,Strata,Condominium,1.0,10.0,Core Central Region,train,21,11,21,25,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
SIMS URBAN OASIS,860000.0,484.38,SIMS DRIVE,Resale,Strata,Condominium,1.0,14.0,Rest of Central Region,train,24,4,11,15,0,99,2014,89,10,0.10101010101010101,1,0,0,2,0.8660254037844387,-0.49999999999999983
CASPIAN,1915888.0,1399.32,LAKESIDE DRIVE,Resale,Strata,Condominium,1.0,22.0,Outside Central Region,train,22,10,11,15,0,99,2008,85,14,0.1414141414141414,1,1,0,4,-0.8660254037844386,0.5000000000000001
THE REEF AT KING'S DOCK,1281515.0,538.2,HARBOURFRONT AVENUE,New Sale,Strata,Condominium,1.0,4.0,Rest of Central Region,train,21,1,1,5,0,99,2021,99,0,0.0,1,0,0,1,0.49999999999999994,0.8660254037844387
BEAUTY WORLD CENTRE,2075000.0,1872.94,UPPER BUKIT TIMAH ROAD,Resale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,24,10,11,15,0,99,1979,54,45,0.45454545454545453,3,1,0,4,-0.8660254037844386,0.5000000000000001
ASPEN HEIGHTS,2318000.0,1323.97,RIVER VALLEY ROAD,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,20,9,6,10,0,999,1841,820,179,0.17917917917917917,1,0,0,3,-1.0,-1.8369701987210297e-16
THE FLORENCE RESIDENCES,1273000.0,796.54,HOUGANG AVENUE 2,New Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,22,5,16,20,0,99,2018,95,4,0.04040404040404041,1,0,0,2,0.49999999999999994,-0.8660254037844387
HILLOCK GREEN,1317000.0,624.31,LENTOR CENTRAL,New Sale,Strata,Apartment,1.0,26.0,Outside Central Region,train,23,11,1,5,0,99,2022,98,1,0.010101010101010102,1,1,1,4,-0.5000000000000004,0.8660254037844384
SUITES @ PAYA LEBAR,540000.0,365.98,UPPER PAYA LEBAR ROAD,Resale,Strata,Apartment,1.0,19.0,Outside Central Region,train,21,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
MARINA BAY RESIDENCES,3900000.0,1636.13,MARINA BOULEVARD,Resale,Strata,Condominium,1.0,1.0,Core Central Region,train,24,11,36,40,0,99,2005,80,19,0.1919191919191919,1,1,1,4,-0.5000000000000004,0.8660254037844384
J'DEN,1231000.0,527.44,JURONG EAST CENTRAL 1,New Sale,Strata,Apartment,1.0,22.0,Outside Central Region,train,23,11,6,10,0,99,2023,99,0,0.0,1,1,1,4,-0.5000000000000004,0.8660254037844384
D'LEEDON,1128000.0,635.08,LEEDON HEIGHTS,Resale,Strata,Condominium,1.0,10.0,Core Central Region,train,21,8,21,25,0,99,2010,88,11,0.1111111111111111,1,0,0,3,-0.8660254037844384,-0.5000000000000004
CAVENDISH PARK,1380000.0,925.7,PINE GROVE,Resale,Strata,Condominium,1.0,21.0,Rest of Central Region,train,21,12,1,5,0,99,1991,69,30,0.30303030303030304,2,0,0,4,-2.4492935982947064e-16,1.0
PULLMAN RESIDENCES NEWTON,3050000.0,1162.51,DUNEARN ROAD,New Sale,Strata,Apartment,1.0,11.0,Core Central Region,train,21,6,1,5,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
GRAND DUNMAN,2777000.0,1119.46,DUNMAN ROAD,New Sale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,23,7,11,15,0,99,2022,98,1,0.010101010101010102,1,0,0,3,-0.4999999999999998,-0.8660254037844388
J GATEWAY,920000.0,527.44,GATEWAY DRIVE,Resale,Strata,Condominium,1.0,22.0,Outside Central Region,train,22,8,1,5,0,99,2012,89,10,0.10101010101010101,1,0,0,3,-0.8660254037844384,-0.5000000000000004
BOTANIQUE AT BARTLEY,880000.0,495.14,UPPER PAYA LEBAR ROAD,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,22,11,11,15,0,99,2014,91,8,0.08080808080808081,1,1,1,4,-0.5000000000000004,0.8660254037844384
LENTOR MODERN,2370060.0,1108.69,LENTOR CENTRAL,New Sale,Strata,Apartment,1.0,26.0,Outside Central Region,train,22,9,16,20,0,99,2021,98,1,0.010101010101010102,1,0,0,3,-1.0,-1.8369701987210297e-16
THE BECCAGAYLE,1890000.0,1367.03,LORONG N TELOK KURAU,Resale,Strata,Apartment,1.0,15.0,Outside Central Region,train,23,5,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
SELETAR PARK RESIDENCE,810000.0,581.26,SELETAR ROAD,Resale,Strata,Condominium,1.0,28.0,Outside Central Region,train,24,5,1,5,0,99,2011,86,13,0.13131313131313133,1,0,0,2,0.49999999999999994,-0.8660254037844387
NORMANTON PARK,1330000.0,656.6,NORMANTON PARK,Sub Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,24,8,6,10,0,99,2019,94,5,0.050505050505050504,1,0,0,3,-0.8660254037844384,-0.5000000000000004
SKYSUITES@ANSON,1330000.0,699.66,ENGGOR STREET,Resale,Strata,Apartment,1.0,2.0,Core Central Region,train,22,10,11,15,0,99,2008,85,14,0.1414141414141414,1,1,0,4,-0.8660254037844386,0.5000000000000001
NORMANTON PARK,1972941.0,1097.93,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,21,1,16,20,0,99,2019,97,2,0.020202020202020204,1,0,0,1,0.49999999999999994,0.8660254037844387
MELVILLE PARK,970000.0,1162.51,SIMEI STREET 1,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,22,11,1,5,0,99,1992,69,30,0.30303030303030304,2,1,1,4,-0.5000000000000004,0.8660254037844384
EDELWEISS PARK CONDOMINIUM,735000.0,710.42,FLORA ROAD,Resale,Strata,Condominium,1.0,17.0,Outside Central Region,train,22,9,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-1.0,-1.8369701987210297e-16
MENDON SPRING,1278000.0,1054.87,PASIR PANJANG ROAD,Resale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,22,9,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-1.0,-1.8369701987210297e-16
THE CALYPSO,1407000.0,1259.39,UPPER EAST COAST ROAD,Resale,Strata,Apartment,1.0,16.0,Outside Central Region,train,20,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
TANGLIN VIEW,1340000.0,871.88,PRINCE CHARLES CRESCENT,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,train,22,6,1,5,0,99,1997,74,25,0.25252525252525254,2,0,0,2,1.2246467991473532e-16,-1.0
THE SEAFRONT ON MEYER,3680000.0,1603.84,MEYER ROAD,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,23,4,11,15,1,9999,0,9999,0,0.0,0,0,0,2,0.8660254037844387,-0.49999999999999983
GUILLEMARD EDGE,770000.0,559.73,LORONG 30 GEYLANG,Resale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,20,11,6,10,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
LENTORIA,1459000.0,731.95,LENTOR HILLS ROAD,New Sale,Strata,Condominium,1.0,26.0,Outside Central Region,train,24,3,1,5,0,99,2022,97,2,0.020202020202020204,1,0,0,1,1.0,6.123233995736766e-17
PALM GARDENS,958000.0,1205.57,HONG SAN WALK,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,22,1,1,5,0,99,1996,73,26,0.26262626262626265,2,0,0,1,0.49999999999999994,0.8660254037844387
PARC EMILY,1050000.0,548.96,MOUNT EMILY ROAD,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,23,3,1,5,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
PALM GARDENS,950000.0,958.0,HONG SAN WALK,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,22,8,6,10,0,99,1996,73,26,0.26262626262626265,2,0,0,3,-0.8660254037844384,-0.5000000000000004
VIZ AT HOLLAND,4100000.0,2518.78,QUEENSWAY,Resale,Strata,Condominium,1.0,10.0,Core Central Region,train,22,7,11,15,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
PARC CLEMATIS,2370000.0,1076.4,JALAN LEMPENG,Sub Sale,Strata,Apartment,1.0,5.0,Outside Central Region,train,23,12,6,10,0,99,2019,95,4,0.04040404040404041,1,0,0,4,-2.4492935982947064e-16,1.0
JADESCAPE,1704000.0,764.24,SHUNFU ROAD,Resale,Strata,Condominium,1.0,20.0,Rest of Central Region,train,24,9,16,20,0,99,2018,93,6,0.06060606060606061,1,0,0,3,-1.0,-1.8369701987210297e-16
IRWELL HILL RESIDENCES,1761000.0,613.55,IRWELL HILL,New Sale,Strata,Apartment,1.0,9.0,Core Central Region,train,22,6,26,30,0,99,2020,97,2,0.020202020202020204,1,0,0,2,1.2246467991473532e-16,-1.0
PEOPLE'S PARK COMPLEX,1060000.0,1119.46,PARK ROAD,Resale,Strata,Apartment,1.0,1.0,Rest of Central Region,train,23,2,11,15,0,99,1968,44,55,0.5555555555555556,3,0,0,1,0.8660254037844386,0.5000000000000001
UPTOWN @ FARRER,1950000.0,1001.05,PERUMAL ROAD,New Sale,Strata,Apartment,1.0,8.0,Rest of Central Region,train,21,10,16,20,0,99,2017,95,4,0.04040404040404041,1,1,0,4,-0.8660254037844386,0.5000000000000001
MY MANHATTAN,2000000.0,1603.84,SIMEI STREET 3,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,21,4,11,15,0,99,2010,88,11,0.1111111111111111,1,0,0,2,0.8660254037844387,-0.49999999999999983
CAIRNHILL RESIDENCES,2680000.0,1173.28,CAIRNHILL CIRCLE,Resale,Strata,Apartment,1.0,9.0,Core Central Region,train,21,4,11,15,1,9999,0,9999,0,0.0,0,0,0,2,0.8660254037844387,-0.49999999999999983
EVELYN MANSIONS,1340000.0,796.54,EVELYN ROAD,Resale,Strata,Apartment,1.0,11.0,Core Central Region,train,20,9,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-1.0,-1.8369701987210297e-16
AFFINITY AT SERANGOON,923888.0,538.2,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,24,5,6,10,0,99,2018,93,6,0.06060606060606061,1,0,0,2,0.49999999999999994,-0.8660254037844387
THE BOTANY AT DAIRY FARM,2045000.0,1033.34,DAIRY FARM WALK,New Sale,Strata,Condominium,1.0,23.0,Outside Central Region,train,24,6,1,5,0,99,2022,97,2,0.020202020202020204,1,0,0,2,1.2246467991473532e-16,-1.0
NORMANTON PARK,1187199.0,656.6,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,21,1,16,20,0,99,2019,97,2,0.020202020202020204,1,0,0,1,0.49999999999999994,0.8660254037844387
CASTLE GREEN,950000.0,947.23,YIO CHU KANG ROAD,Resale,Strata,Condominium,1.0,26.0,Outside Central Region,train,22,6,1,5,0,99,1993,70,29,0.29292929292929293,2,0,0,2,1.2246467991473532e-16,-1.0
THE CASCADIA,3338900.0,1496.2,BUKIT TIMAH ROAD,Resale,Strata,Condominium,1.0,21.0,Rest of Central Region,train,24,5,6,10,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
PASIR RIS 8,1642000.0,1022.58,PASIR RIS DRIVE 8,New Sale,Strata,Apartment,1.0,18.0,Outside Central Region,train,21,7,1,5,0,99,2021,99,0,0.0,1,0,0,3,-0.4999999999999998,-0.8660254037844388
PARC RIVIERA,795000.0,462.85,WEST COAST VALE,Resale,Strata,Condominium,1.0,5.0,Outside Central Region,train,23,12,26,30,0,99,2015,91,8,0.08080808080808081,1,0,0,4,-2.4492935982947064e-16,1.0
D'NEST,1060000.0,753.48,PASIR RIS GROVE,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,24,8,11,15,0,99,2010,85,14,0.1414141414141414,1,0,0,3,-0.8660254037844384,-0.5000000000000004
IRWELL HILL RESIDENCES,1985000.0,656.6,IRWELL HILL,New Sale,Strata,Apartment,1.0,9.0,Core Central Region,train,22,10,31,35,0,99,2020,97,2,0.020202020202020204,1,1,0,4,-0.8660254037844386,0.5000000000000001
EMERALD OF KATONG,1827000.0,624.31,JALAN TEMBUSU,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,24,11,16,20,0,99,2023,98,1,0.010101010101010102,1,1,1,4,-0.5000000000000004,0.8660254037844384
BRADDELL VIEW,1920888.0,1797.59,BRADDELL HILL,Resale,Strata,Apartment,1.0,20.0,Rest of Central Region,train,22,11,1,5,0,103,1977,58,45,0.4368932038834951,3,1,1,4,-0.5000000000000004,0.8660254037844384
NORMANTON PARK,1215000.0,635.08,NORMANTON PARK,Sub Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,24,12,11,15,0,99,2019,94,5,0.050505050505050504,1,0,0,4,-2.4492935982947064e-16,1.0
PRINCIPAL GARDEN,880000.0,484.38,PRINCE CHARLES CRESCENT,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,train,21,3,16,20,0,99,2014,92,7,0.0707070707070707,1,0,0,1,1.0,6.123233995736766e-17
THE WATERSIDE,3850000.0,2400.37,TANJONG RHU ROAD,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,21,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
THE MAYFAIR,1340000.0,1227.1,JURONG EAST STREET 32,Resale,Strata,Condominium,1.0,22.0,Outside Central Region,train,23,3,16,20,0,99,1996,72,27,0.2727272727272727,2,0,0,1,1.0,6.123233995736766e-17
THE SAIL @ MARINA BAY,2250000.0,1033.34,MARINA BOULEVARD,Resale,Strata,Apartment,1.0,1.0,Core Central Region,train,23,12,11,15,0,99,2002,78,21,0.21212121212121213,2,0,0,4,-2.4492935982947064e-16,1.0
RESIDENTIAL APARTMENTS,2400000.0,1140.98,DRAYCOTT DRIVE,Resale,Strata,Apartment,1.0,10.0,Core Central Region,train,21,5,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
JADESCAPE,2824000.0,1646.89,SHUNFU ROAD,New Sale,Strata,Condominium,1.0,20.0,Rest of Central Region,train,21,5,1,5,0,99,2018,96,3,0.030303030303030304,1,0,0,2,0.49999999999999994,-0.8660254037844387
TREVISTA,1930000.0,1140.98,LORONG 3 TOA PAYOH,Resale,Strata,Condominium,1.0,12.0,Rest of Central Region,train,22,9,26,30,0,99,2008,85,14,0.1414141414141414,1,0,0,3,-1.0,-1.8369701987210297e-16
MIDTOWN MODERN,2673000.0,1065.64,TAN QUEE LAN STREET,New Sale,Strata,Apartment,1.0,7.0,Core Central Region,train,21,3,16,20,0,99,2019,97,2,0.020202020202020204,1,0,0,1,1.0,6.123233995736766e-17
THE RESERVE RESIDENCES,3521508.0,1474.67,JALAN ANAK BUKIT,New Sale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,23,5,6,10,0,99,2021,97,2,0.020202020202020204,1,0,0,2,0.49999999999999994,-0.8660254037844387
LENTOR MANSION,1215000.0,527.44,LENTOR GARDENS,New Sale,Strata,Apartment,1.0,26.0,Outside Central Region,train,24,3,6,10,0,99,2023,98,1,0.010101010101010102,1,0,0,1,1.0,6.123233995736766e-17
REGENT GROVE,865000.0,925.7,CHOA CHU KANG NORTH 7,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,22,8,11,15,0,99,1997,74,25,0.25252525252525254,2,0,0,3,-0.8660254037844384,-0.5000000000000004
KASSIA,1825000.0,925.7,FLORA DRIVE,New Sale,Strata,Condominium,1.0,17.0,Outside Central Region,train,24,7,6,10,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
ONE HOLLAND VILLAGE RESIDENCES,2925000.0,1097.93,HOLLAND VILLAGE WAY,New Sale,Strata,Apartment,1.0,10.0,Core Central Region,train,23,1,16,20,0,99,2018,94,5,0.050505050505050504,1,0,0,1,0.49999999999999994,0.8660254037844387
TREASURE AT TAMPINES,1705000.0,1237.86,TAMPINES LANE,New Sale,Strata,Condominium,1.0,18.0,Outside Central Region,train,21,5,6,10,0,99,2018,96,3,0.030303030303030304,1,0,0,2,0.49999999999999994,-0.8660254037844387
PASIR RIS 8,1274000.0,775.01,PASIR RIS DRIVE 8,New Sale,Strata,Apartment,1.0,18.0,Outside Central Region,train,21,7,6,10,0,99,2021,99,0,0.0,1,0,0,3,-0.4999999999999998,-0.8660254037844388
THE TRILINQ,2350000.0,1345.5,JALAN LEMPENG,Resale,Strata,Condominium,1.0,5.0,Outside Central Region,train,24,5,26,30,0,99,2012,87,12,0.12121212121212122,1,0,0,2,0.49999999999999994,-0.8660254037844387
RIVERTREES RESIDENCES,1188000.0,947.23,FERNVALE CLOSE,Resale,Strata,Apartment,1.0,28.0,Outside Central Region,train,21,12,6,10,0,99,2013,91,8,0.08080808080808081,1,0,0,4,-2.4492935982947064e-16,1.0
THE FLORENCE RESIDENCES,1698000.0,936.47,HOUGANG AVENUE 2,Sub Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,24,5,6,10,0,99,2018,93,6,0.06060606060606061,1,0,0,2,0.49999999999999994,-0.8660254037844387
NORTHVALE,810000.0,688.9,CHOA CHU KANG LOOP,Resale,Strata,Apartment,1.0,23.0,Outside Central Region,train,24,12,1,5,0,99,1995,70,29,0.29292929292929293,2,0,0,4,-2.4492935982947064e-16,1.0
PARC BOTANNIA,800000.0,505.91,FERNVALE STREET,Resale,Strata,Condominium,1.0,28.0,Outside Central Region,train,23,9,16,20,0,99,2016,92,7,0.0707070707070707,1,0,0,3,-1.0,-1.8369701987210297e-16
IRWELL HILL RESIDENCES,1806000.0,656.6,IRWELL HILL,New Sale,Strata,Apartment,1.0,9.0,Core Central Region,train,21,5,16,20,0,99,2020,98,1,0.010101010101010102,1,0,0,2,0.49999999999999994,-0.8660254037844387
THE MINTON,1583000.0,1496.2,HOUGANG STREET 11,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,20,8,1,5,0,99,2007,86,13,0.13131313131313133,1,0,0,3,-0.8660254037844384,-0.5000000000000004
SUITES AT BUKIT TIMAH,870000.0,516.67,JALAN JURONG KECHIL,Resale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,22,4,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.8660254037844387,-0.49999999999999983
PENROSE,1388888.0,645.84,SIMS DRIVE,Sub Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,24,12,11,15,0,99,2019,94,5,0.050505050505050504,1,0,0,4,-2.4492935982947064e-16,1.0
TREASURE AT TAMPINES,1700000.0,947.23,TAMPINES LANE,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,24,10,6,10,0,99,2018,93,6,0.06060606060606061,1,1,0,4,-0.8660254037844386,0.5000000000000001
GEM RESIDENCES,1750000.0,979.52,LORONG 5 TOA PAYOH,Sub Sale,Strata,Condominium,1.0,12.0,Rest of Central Region,train,24,4,26,30,0,99,2015,90,9,0.09090909090909091,1,0,0,2,0.8660254037844387,-0.49999999999999983
MIDTOWN MODERN,4804470.0,1808.35,TAN QUEE LAN STREET,New Sale,Strata,Apartment,1.0,7.0,Core Central Region,train,22,7,11,15,0,99,2019,96,3,0.030303030303030304,1,0,0,3,-0.4999999999999998,-0.8660254037844388
PARC OLYMPIA,850000.0,645.84,FLORA DRIVE,Resale,Strata,Condominium,1.0,17.0,Outside Central Region,train,24,5,6,10,0,99,2012,87,12,0.12121212121212122,1,0,0,2,0.49999999999999994,-0.8660254037844387
MORI,1250000.0,710.42,GUILLEMARD ROAD,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,21,12,1,5,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
CORALS AT KEPPEL BAY,7200000.0,2777.11,KEPPEL BAY DRIVE,Resale,Strata,Condominium,1.0,4.0,Rest of Central Region,train,21,12,1,5,0,99,2007,85,14,0.1414141414141414,1,0,0,4,-2.4492935982947064e-16,1.0
AVENUE SOUTH RESIDENCE,1344000.0,656.6,SILAT AVENUE,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,train,20,12,26,30,0,99,2018,97,2,0.020202020202020204,1,0,0,4,-2.4492935982947064e-16,1.0
RIVER PLACE,2800000.0,1722.24,HAVELOCK ROAD,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,train,24,11,6,10,0,99,1995,70,29,0.29292929292929293,2,1,1,4,-0.5000000000000004,0.8660254037844384
GLENDALE PARK,2050000.0,1248.62,HILLVIEW AVENUE,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,24,3,6,10,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
WATERSCAPE AT CAVENAGH,2450000.0,1302.44,CAVENAGH ROAD,Resale,Strata,Apartment,1.0,9.0,Core Central Region,train,22,1,1,5,1,9999,0,9999,0,0.0,0,0,0,1,0.49999999999999994,0.8660254037844387
UE SQUARE,2215500.0,1054.87,RIVER VALLEY ROAD,Resale,Strata,Apartment,1.0,9.0,Core Central Region,train,23,9,6,10,0,929,1953,859,70,0.07534983853606028,1,0,0,3,-1.0,-1.8369701987210297e-16
LENTOR MANSION,1784000.0,785.77,LENTOR GARDENS,New Sale,Strata,Apartment,1.0,26.0,Outside Central Region,train,24,3,1,5,0,99,2023,98,1,0.010101010101010102,1,0,0,1,1.0,6.123233995736766e-17
GRAND DUNMAN,2047000.0,775.01,DUNMAN ROAD,New Sale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,23,9,1,5,0,99,2022,98,1,0.010101010101010102,1,0,0,3,-1.0,-1.8369701987210297e-16
