Project Name,Transacted Price ($),Area (SQFT),Street Name,Type of Sale,Type of Area,Property Type,Number of Units,Postal District,Market Segment,Data_Source,Year,Month,start_floor,end_floor,is_freehold,lease_duration_years,lease_commencement_year,remaining_lease_years,lease_age_at_sale,lease_maturity_ratio,lease_category_encoded,is_peak_season,is_november,quarter,month_sin,month_cos
THE WOODLEIGH RESIDENCES,,1119.46,BIDADARI PARK DRIVE,New Sale,Strata,Apartment,1.0,13.0,Rest of Central Region,test,20,12,11,15,0,99,2017,96,3,0.030303030303030304,1,0,0,4,-2.4492935982947064e-16,1.0
NOUVELLE PARK,,1151.75,POH HUAT ROAD WEST,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,test,24,1,6,10,1,9999,0,9999,0,0.0,0,0,0,1,0.49999999999999994,0.8660254037844387
SIMS URBAN OASIS,,990.29,SIMS DRIVE,Resale,Strata,Condominium,1.0,14.0,Rest of Central Region,test,22,2,11,15,0,99,2014,91,8,0.08080808080808081,1,0,0,1,0.8660254037844386,0.5000000000000001
ECHELON,,4068.79,ALEXANDRA VIEW,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,test,20,11,41,45,0,99,2012,91,8,0.08080808080808081,1,1,1,4,-0.5000000000000004,0.8660254037844384
WATTEN HOUSE,,1539.25,SHELFORD ROAD,New Sale,Strata,Condominium,1.0,11.0,Core Central Region,test,23,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
PINETREE HILL,,1463.9,PINE GROVE,New Sale,Strata,Condominium,1.0,21.0,Rest of Central Region,test,24,1,11,15,0,99,2022,97,2,0.020202020202020204,1,0,0,1,0.49999999999999994,0.8660254037844387
NOVENA COURT,,775.01,JALAN NOVENA BARAT,Resale,Strata,Apartment,1.0,11.0,Core Central Region,test,21,6,1,5,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
DAKOTA RESIDENCES,,1022.58,DAKOTA CRESCENT,Resale,Strata,Condominium,1.0,14.0,Rest of Central Region,test,24,11,11,15,0,99,2007,82,17,0.1717171717171717,1,1,1,4,-0.5000000000000004,0.8660254037844384
LIV @ MB,,495.14,ARTHUR ROAD,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,test,22,5,11,15,0,99,2021,98,1,0.010101010101010102,1,0,0,2,0.49999999999999994,-0.8660254037844387
CLAVON,,764.24,CLEMENTI AVENUE 1,New Sale,Strata,Apartment,1.0,5.0,Outside Central Region,test,20,12,16,20,0,99,2019,98,1,0.010101010101010102,1,0,0,4,-2.4492935982947064e-16,1.0
HIGHLINE RESIDENCES,,667.37,KIM TIAN ROAD,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,test,22,3,6,10,0,99,2013,90,9,0.09090909090909091,1,0,0,1,1.0,6.123233995736766e-17
NORMANTON PARK,,1087.16,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,test,22,6,1,5,0,99,2019,96,3,0.030303030303030304,1,0,0,2,1.2246467991473532e-16,-1.0
RIVER PLACE,,807.3,HAVELOCK ROAD,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,test,22,3,1,5,0,99,1995,72,27,0.2727272727272727,2,0,0,1,1.0,6.123233995736766e-17
ORCHARD TOWERS,,1969.81,CLAYMORE DRIVE,Resale,Strata,Apartment,1.0,9.0,Core Central Region,test,21,4,16,20,1,9999,0,9999,0,0.0,0,0,0,2,0.8660254037844387,-0.49999999999999983
DAIRY FARM RESIDENCES,,764.24,DAIRY FARM LANE,New Sale,Strata,Apartment,1.0,23.0,Outside Central Region,test,22,7,11,15,0,99,2018,95,4,0.04040404040404041,1,0,0,3,-0.4999999999999998,-0.8660254037844388
SUNRISE GARDENS,,1291.68,SUNRISE AVENUE,Resale,Strata,Condominium,1.0,28.0,Outside Central Region,test,23,5,1,5,0,99,1995,71,28,0.2828282828282828,2,0,0,2,0.49999999999999994,-0.8660254037844387
HONOLULU TOWER,,5823.32,BUKIT TIMAH ROAD,Resale,Strata,Apartment,1.0,10.0,Core Central Region,test,21,6,6,10,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
ONE HOLLAND VILLAGE RESIDENCES,,1097.93,HOLLAND VILLAGE WAY,New Sale,Strata,Apartment,1.0,10.0,Core Central Region,test,23,4,26,30,0,99,2018,94,5,0.050505050505050504,1,0,0,2,0.8660254037844387,-0.49999999999999983
AFFINITY AT SERANGOON,,1151.75,SERANGOON NORTH AVENUE 1,New Sale,Strata,Apartment,1.0,19.0,Outside Central Region,test,22,5,11,15,0,99,2018,95,4,0.04040404040404041,1,0,0,2,0.49999999999999994,-0.8660254037844387
TROPICAL SPRING,,1334.74,SIMEI STREET 4,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,test,22,7,6,10,0,99,1997,74,25,0.25252525252525254,2,0,0,3,-0.4999999999999998,-0.8660254037844388
MIDWOOD,,548.96,HILLVIEW RISE,New Sale,Strata,Condominium,1.0,23.0,Outside Central Region,test,20,12,11,15,0,99,2018,97,2,0.020202020202020204,1,0,0,4,-2.4492935982947064e-16,1.0
DAIRY FARM RESIDENCES,,710.42,DAIRY FARM LANE,New Sale,Strata,Apartment,1.0,23.0,Outside Central Region,test,21,5,6,10,0,99,2018,96,3,0.030303030303030304,1,0,0,2,0.49999999999999994,-0.8660254037844387
D'LEEDON,,1711.48,LEEDON HEIGHTS,Resale,Strata,Condominium,1.0,10.0,Core Central Region,test,23,10,16,20,0,99,2010,86,13,0.13131313131313133,1,1,0,4,-0.8660254037844386,0.5000000000000001
NORWOOD GRAND,,624.31,CHAMPIONS WAY,New Sale,Strata,Apartment,1.0,25.0,Outside Central Region,test,24,10,1,5,0,99,2023,98,1,0.010101010101010102,1,1,0,4,-0.8660254037844386,0.5000000000000001
TRE RESIDENCES,,699.66,GEYLANG EAST AVENUE 1,Resale,Strata,Condominium,1.0,14.0,Rest of Central Region,test,23,12,1,5,0,99,2014,90,9,0.09090909090909091,1,0,0,4,-2.4492935982947064e-16,1.0
HALLMARK RESIDENCES,,968.76,EWE BOON ROAD,Resale,Strata,Condominium,1.0,10.0,Core Central Region,test,22,12,6,10,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
TROPICS @ HAIGSVILLE,,839.59,HAIGSVILLE DRIVE,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,test,21,4,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.8660254037844387,-0.49999999999999983
PARC CENTROS,,990.29,PUNGGOL CENTRAL,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,test,24,3,1,5,0,99,2012,87,12,0.12121212121212122,1,0,0,1,1.0,6.123233995736766e-17
NORMANTON PARK,,527.44,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,test,22,3,16,20,0,99,2019,96,3,0.030303030303030304,1,0,0,1,1.0,6.123233995736766e-17
NORWOOD GRAND,,1173.28,CHAMPIONS WAY,New Sale,Strata,Apartment,1.0,25.0,Outside Central Region,test,24,10,1,5,0,99,2023,98,1,0.010101010101010102,1,1,0,4,-0.8660254037844386,0.5000000000000001
HILLOCK GREEN,,947.23,LENTOR CENTRAL,New Sale,Strata,Apartment,1.0,26.0,Outside Central Region,test,24,8,1,5,0,99,2022,97,2,0.020202020202020204,1,0,0,3,-0.8660254037844384,-0.5000000000000004
CASTLE GREEN,,947.23,YIO CHU KANG ROAD,Resale,Strata,Condominium,1.0,26.0,Outside Central Region,test,21,11,1,5,0,99,1993,71,28,0.2828282828282828,2,1,1,4,-0.5000000000000004,0.8660254037844384
AVENUE SOUTH RESIDENCE,,731.95,SILAT AVENUE,Sub Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,test,23,11,26,30,0,99,2018,94,5,0.050505050505050504,1,1,1,4,-0.5000000000000004,0.8660254037844384
WATER PLACE,,1216.33,TANJONG RHU ROAD,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,test,24,7,1,5,0,99,1998,73,26,0.26262626262626265,2,0,0,3,-0.4999999999999998,-0.8660254037844388
RIVERVALE CREST,,1194.8,RIVERVALE CRESCENT,Resale,Strata,Apartment,1.0,19.0,Outside Central Region,test,20,10,1,5,0,99,1997,76,23,0.23232323232323232,2,1,0,4,-0.8660254037844386,0.5000000000000001
BARTLEY RESIDENCES,,1162.51,LORONG HOW SUN,Resale,Strata,Apartment,1.0,19.0,Outside Central Region,test,24,10,6,10,0,99,2011,86,13,0.13131313131313133,1,1,0,4,-0.8660254037844386,0.5000000000000001
SIXTEEN35 RESIDENCES,,753.48,LORONG 35 GEYLANG,Resale,Strata,Apartment,1.0,14.0,Rest of Central Region,test,23,8,1,5,0,99,2018,94,5,0.050505050505050504,1,0,0,3,-0.8660254037844384,-0.5000000000000004
MIMOSA PARK,,2163.56,MIMOSA CRESCENT,Resale,Strata,Condominium,1.0,28.0,Outside Central Region,test,24,9,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-1.0,-1.8369701987210297e-16
THE MEDLEY,,1410.08,LORONG G TELOK KURAU,Resale,Strata,Apartment,1.0,15.0,Outside Central Region,test,24,12,1,5,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
PINETREE HILL,,796.54,PINE GROVE,New Sale,Strata,Condominium,1.0,21.0,Rest of Central Region,test,23,7,11,15,0,99,2022,98,1,0.010101010101010102,1,0,0,3,-0.4999999999999998,-0.8660254037844388
TANGLIN VIEW,,1140.98,PRINCE CHARLES CRESCENT,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,test,21,12,11,15,0,99,1997,75,24,0.24242424242424243,2,0,0,4,-2.4492935982947064e-16,1.0
PARC PALAIS,,1227.1,HUME AVENUE,Resale,Strata,Condominium,1.0,21.0,Outside Central Region,test,21,4,6,10,1,9999,0,9999,0,0.0,0,0,0,2,0.8660254037844387,-0.49999999999999983
AMBER PARK,,1302.44,AMBER GARDENS,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,test,21,12,16,20,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
LE QUEST,,710.42,BUKIT BATOK STREET 41,Resale,Strata,Apartment,1.0,23.0,Outside Central Region,test,24,8,6,10,0,99,2016,91,8,0.08080808080808081,1,0,0,3,-0.8660254037844384,-0.5000000000000004
MARYMOUNT VIEW,,1259.39,PEMIMPIN DRIVE,Resale,Strata,Condominium,1.0,20.0,Rest of Central Region,test,21,10,11,15,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
THE ANTARES,,882.65,MATTAR ROAD,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,test,21,11,1,5,0,99,2018,96,3,0.030303030303030304,1,1,1,4,-0.5000000000000004,0.8660254037844384
AFFINITY AT SERANGOON,,731.95,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,Apartment,1.0,19.0,Outside Central Region,test,23,8,6,10,0,99,2018,94,5,0.050505050505050504,1,0,0,3,-0.8660254037844384,-0.5000000000000004
CHUAN PARK,,742.72,LORONG CHUAN,New Sale,Strata,Condominium,1.0,19.0,Outside Central Region,test,24,11,21,25,0,99,2024,99,0,0.0,1,1,1,4,-0.5000000000000004,0.8660254037844384
SEASONS VIEW,,1140.98,PEMIMPIN DRIVE,Resale,Strata,Condominium,1.0,20.0,Rest of Central Region,test,24,5,16,20,0,99,1996,71,28,0.2828282828282828,2,0,0,2,0.49999999999999994,-0.8660254037844387
THE SAIL @ MARINA BAY,,882.65,MARINA BOULEVARD,Resale,Strata,Apartment,1.0,1.0,Core Central Region,test,23,3,6,10,0,99,2002,78,21,0.21212121212121213,2,0,0,1,1.0,6.123233995736766e-17
THE CLEMENT CANOPY,,990.29,CLEMENTI AVENUE 1,Resale,Strata,Apartment,1.0,5.0,Outside Central Region,test,23,5,36,40,0,99,2016,92,7,0.0707070707070707,1,0,0,2,0.49999999999999994,-0.8660254037844387
PINEHURST CONDOMINIUM,,1593.07,LORONG L TELOK KURAU,Resale,Strata,Condominium,1.0,15.0,Outside Central Region,test,22,3,1,5,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
THE VISION,,1259.39,WEST COAST CRESCENT,Resale,Strata,Condominium,1.0,5.0,Outside Central Region,test,22,12,31,35,0,99,2008,85,14,0.1414141414141414,1,0,0,4,-2.4492935982947064e-16,1.0
ONE-NORTH EDEN,,516.67,SLIM BARRACKS RISE,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,test,21,4,6,10,0,99,2019,97,2,0.020202020202020204,1,0,0,2,0.8660254037844387,-0.49999999999999983
AVENUE SOUTH RESIDENCE,,688.9,SILAT AVENUE,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,test,21,6,46,50,0,99,2018,96,3,0.030303030303030304,1,0,0,2,1.2246467991473532e-16,-1.0
ONE BERNAM,,441.32,BERNAM STREET,New Sale,Strata,Apartment,1.0,2.0,Core Central Region,test,21,5,6,10,0,99,2019,97,2,0.020202020202020204,1,0,0,2,0.49999999999999994,-0.8660254037844387
GLENDALE PARK,,1506.96,HILLVIEW AVENUE,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,test,22,2,1,5,1,9999,0,9999,0,0.0,0,0,0,1,0.8660254037844386,0.5000000000000001
18 WOODSVILLE,,914.94,WOODSVILLE CLOSE,Resale,Strata,Apartment,1.0,13.0,Rest of Central Region,test,23,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
THE CALROSE,,1140.98,YIO CHU KANG ROAD,Resale,Strata,Condominium,1.0,26.0,Outside Central Region,test,23,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
AVENUE SOUTH RESIDENCE,,656.6,SILAT AVENUE,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,test,21,5,41,45,0,99,2018,96,3,0.030303030303030304,1,0,0,2,0.49999999999999994,-0.8660254037844387
SKY EDEN@BEDOK,,893.41,BEDOK CENTRAL,New Sale,Strata,Apartment,1.0,16.0,Outside Central Region,test,22,9,6,10,0,99,2022,99,0,0.0,1,0,0,3,-1.0,-1.8369701987210297e-16
THE LAKESHORE,,1108.69,JURONG WEST STREET 41,Resale,Strata,Condominium,1.0,22.0,Outside Central Region,test,20,9,1,5,0,99,2002,81,18,0.18181818181818182,1,0,0,3,-1.0,-1.8369701987210297e-16
THE GARDEN RESIDENCES,,1119.46,SERANGOON NORTH VIEW,New Sale,Strata,Apartment,1.0,19.0,Outside Central Region,test,20,8,6,10,0,99,2017,96,3,0.030303030303030304,1,0,0,3,-0.8660254037844384,-0.5000000000000004
THE RISE @ OXLEY - RESIDENCES,,667.37,OXLEY RISE,Resale,Strata,Apartment,1.0,9.0,Core Central Region,test,24,10,6,10,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
SIMS URBAN OASIS,,409.03,SIMS DRIVE,Resale,Strata,Condominium,1.0,14.0,Rest of Central Region,test,24,4,6,10,0,99,2014,89,10,0.10101010101010101,1,0,0,2,0.8660254037844387,-0.49999999999999983
VACANZA @ EAST,,484.38,LENGKONG TUJOH,Resale,Strata,Condominium,1.0,14.0,Outside Central Region,test,21,2,1,5,1,9999,0,9999,0,0.0,0,0,0,1,0.8660254037844386,0.5000000000000001
SIMS URBAN OASIS,,1033.34,SIMS DRIVE,Resale,Strata,Condominium,1.0,14.0,Rest of Central Region,test,20,10,1,5,0,99,2014,93,6,0.06060606060606061,1,1,0,4,-0.8660254037844386,0.5000000000000001
VILLA MARINA,,1130.22,JALAN SEMPADAN,Resale,Strata,Condominium,1.0,15.0,Outside Central Region,test,20,10,1,5,0,99,1995,74,25,0.25252525252525254,2,1,0,4,-0.8660254037844386,0.5000000000000001
THE JOVELL,,1033.34,FLORA DRIVE,New Sale,Strata,Condominium,1.0,17.0,Outside Central Region,test,21,1,1,5,0,99,2018,96,3,0.030303030303030304,1,0,0,1,0.49999999999999994,0.8660254037844387
THE RESERVE RESIDENCES,,1625.36,JALAN ANAK BUKIT,New Sale,Strata,Apartment,1.0,21.0,Rest of Central Region,test,23,9,16,20,0,99,2021,97,2,0.020202020202020204,1,0,0,3,-1.0,-1.8369701987210297e-16
CLAVON,,958.0,CLEMENTI AVENUE 1,New Sale,Strata,Apartment,1.0,5.0,Outside Central Region,test,20,12,6,10,0,99,2019,98,1,0.010101010101010102,1,0,0,4,-2.4492935982947064e-16,1.0
8 @ MOUNT SOPHIA,,861.12,MOUNT SOPHIA,Resale,Strata,Condominium,1.0,9.0,Core Central Region,test,22,11,1,5,0,103,2002,83,20,0.1941747572815534,1,1,1,4,-0.5000000000000004,0.8660254037844384
URBAN TREASURES,,516.67,JALAN EUNOS,New Sale,Strata,Condominium,1.0,14.0,Outside Central Region,test,21,5,11,15,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
THE GARDEN RESIDENCES,,1194.8,SERANGOON NORTH VIEW,New Sale,Strata,Apartment,1.0,19.0,Outside Central Region,test,20,9,1,5,0,99,2017,96,3,0.030303030303030304,1,0,0,3,-1.0,-1.8369701987210297e-16
HILLBROOKS,,1097.93,HILLVIEW AVENUE,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,test,21,6,6,10,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
QUEENS PEAK,,484.38,DUNDEE ROAD,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,test,22,7,16,20,0,99,2015,92,7,0.0707070707070707,1,0,0,3,-0.4999999999999998,-0.8660254037844388
EQUATORIAL APARTMENTS,,2497.25,MEYER ROAD,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,test,23,2,11,15,1,9999,0,9999,0,0.0,0,0,0,1,0.8660254037844386,0.5000000000000001
WHISTLER GRAND,,990.29,WEST COAST VALE,Sub Sale,Strata,Apartment,1.0,5.0,Outside Central Region,test,22,8,11,15,0,99,2018,95,4,0.04040404040404041,1,0,0,3,-0.8660254037844384,-0.5000000000000004
PEAKVIEW ESTATE,,1453.14,JALAN PARI KIKIS,Resale,Strata,Apartment,1.0,16.0,Outside Central Region,test,23,5,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
FLAMINGO VALLEY,,2142.04,SIGLAP ROAD,Resale,Strata,Condominium,1.0,15.0,Outside Central Region,test,22,9,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-1.0,-1.8369701987210297e-16
NORMANTON PARK,,785.77,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,test,21,7,21,25,0,99,2019,97,2,0.020202020202020204,1,0,0,3,-0.4999999999999998,-0.8660254037844388
NORMANTON PARK,,764.24,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,test,21,1,16,20,0,99,2019,97,2,0.020202020202020204,1,0,0,1,0.49999999999999994,0.8660254037844387
CITY GATE,,452.09,BEACH ROAD,Resale,Strata,Apartment,1.0,7.0,Rest of Central Region,test,22,8,11,15,0,99,2014,91,8,0.08080808080808081,1,0,0,3,-0.8660254037844384,-0.5000000000000004
PENROSE,,1054.87,SIMS DRIVE,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,test,20,9,11,15,0,99,2019,98,1,0.010101010101010102,1,0,0,3,-1.0,-1.8369701987210297e-16
BAYWIND RESIDENCES,,1313.21,LORONG N TELOK KURAU,New Sale,Strata,Apartment,1.0,15.0,Outside Central Region,test,22,6,1,5,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
NORTHVALE,,721.19,CHOA CHU KANG LOOP,Resale,Strata,Apartment,1.0,23.0,Outside Central Region,test,20,10,1,5,0,99,1995,74,25,0.25252525252525254,2,1,0,4,-0.8660254037844386,0.5000000000000001
WATERFRONT ISLE,,904.18,BEDOK RESERVOIR ROAD,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,test,22,12,1,5,0,99,2009,86,13,0.13131313131313133,1,0,0,4,-2.4492935982947064e-16,1.0
TREASURE AT TAMPINES,,592.02,TAMPINES LANE,Sub Sale,Strata,Condominium,1.0,18.0,Outside Central Region,test,24,2,6,10,0,99,2018,93,6,0.06060606060606061,1,0,0,1,0.8660254037844386,0.5000000000000001
THE MYST,,914.94,UPPER BUKIT TIMAH ROAD,New Sale,Strata,Condominium,1.0,23.0,Outside Central Region,test,23,7,6,10,0,99,2023,99,0,0.0,1,0,0,3,-0.4999999999999998,-0.8660254037844388
JLB RESIDENCES,,753.48,JALAN LOYANG BESAR,Resale,Strata,Apartment,1.0,17.0,Outside Central Region,test,22,3,1,5,0,946,1937,861,85,0.08985200845665962,1,0,0,1,1.0,6.123233995736766e-17
NV RESIDENCES,,904.18,PASIR RIS GROVE,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,test,21,3,1,5,0,99,2008,86,13,0.13131313131313133,1,0,0,1,1.0,6.123233995736766e-17
THE LEGEND,,1442.38,BUKIT TIMAH ROAD,Resale,Strata,Condominium,1.0,10.0,Core Central Region,test,24,10,16,20,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
THE JADE,,1011.82,BUKIT BATOK CENTRAL LINK,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,test,20,12,16,20,0,99,2001,80,19,0.1919191919191919,1,0,0,4,-2.4492935982947064e-16,1.0
THE VENUE RESIDENCES,,495.14,TAI THONG CRESCENT,Resale,Strata,Apartment,1.0,13.0,Rest of Central Region,test,22,3,6,10,0,99,2012,89,10,0.10101010101010101,1,0,0,1,1.0,6.123233995736766e-17
JADESCAPE,,764.24,SHUNFU ROAD,New Sale,Strata,Condominium,1.0,20.0,Rest of Central Region,test,20,9,16,20,0,99,2018,97,2,0.020202020202020204,1,0,0,3,-1.0,-1.8369701987210297e-16
RIVIERE,,1248.62,JIAK KIM STREET,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,test,22,7,26,30,0,99,2018,95,4,0.04040404040404041,1,0,0,3,-0.4999999999999998,-0.8660254037844388
THE SCALA,,1044.11,SERANGOON AVENUE 3,Resale,Strata,Apartment,1.0,19.0,Outside Central Region,test,24,11,6,10,0,99,2010,85,14,0.1414141414141414,1,1,1,4,-0.5000000000000004,0.8660254037844384
KOPAR AT NEWTON,,1528.49,MAKEWAY AVENUE,New Sale,Strata,Apartment,1.0,9.0,Core Central Region,test,21,12,6,10,0,99,2019,97,2,0.020202020202020204,1,0,0,4,-2.4492935982947064e-16,1.0
EAST GROVE,,1044.11,EAST COAST ROAD,Resale,Strata,Apartment,1.0,15.0,Outside Central Region,test,20,12,1,5,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
RANGOON 88,,441.32,RANGOON ROAD,Resale,Strata,Apartment,1.0,8.0,Rest of Central Region,test,23,8,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
VIBES @ EAST COAST,,376.74,TELOK KURAU ROAD,Resale,Strata,Apartment,1.0,15.0,Outside Central Region,test,21,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
JADESCAPE,,904.18,SHUNFU ROAD,Resale,Strata,Condominium,1.0,20.0,Rest of Central Region,test,24,11,1,5,0,99,2018,93,6,0.06060606060606061,1,1,1,4,-0.5000000000000004,0.8660254037844384
PENROSE,,1054.87,SIMS DRIVE,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,test,20,9,16,20,0,99,2019,98,1,0.010101010101010102,1,0,0,3,-1.0,-1.8369701987210297e-16
THOMSON IMPRESSIONS,,1054.87,LORONG PUNTONG,Resale,Strata,Apartment,1.0,20.0,Rest of Central Region,test,24,9,16,20,0,99,2015,90,9,0.09090909090909091,1,0,0,3,-1.0,-1.8369701987210297e-16
TWIN VEW,,742.72,WEST COAST VALE,Resale,Strata,Apartment,1.0,5.0,Outside Central Region,test,23,8,21,25,0,99,2017,93,6,0.06060606060606061,1,0,0,3,-0.8660254037844384,-0.5000000000000004
BOATHOUSE RESIDENCES,,1463.9,UPPER SERANGOON VIEW,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,test,23,7,16,20,0,99,2011,87,12,0.12121212121212122,1,0,0,3,-0.4999999999999998,-0.8660254037844388
TEMBUSU GRAND,,742.72,JALAN TEMBUSU,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,test,24,6,16,20,0,99,2022,97,2,0.020202020202020204,1,0,0,2,1.2246467991473532e-16,-1.0
THE HILLFORD,,398.27,JALAN JURONG KECHIL,Resale,Strata,Apartment,1.0,21.0,Rest of Central Region,test,20,9,1,5,0,60,2013,53,7,0.11666666666666667,3,0,0,3,-1.0,-1.8369701987210297e-16
THE PARC CONDOMINIUM,,1420.85,WEST COAST WALK,Resale,Strata,Condominium,1.0,5.0,Outside Central Region,test,21,2,16,20,1,9999,0,9999,0,0.0,0,0,0,1,0.8660254037844386,0.5000000000000001
MI CASA,,1280.92,CHOA CHU KANG AVENUE 3,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,test,21,6,1,5,0,99,2008,86,13,0.13131313131313133,1,0,0,2,1.2246467991473532e-16,-1.0
IRWELL HILL RESIDENCES,,1270.15,IRWELL HILL,New Sale,Strata,Apartment,1.0,9.0,Core Central Region,test,21,10,26,30,0,99,2020,98,1,0.010101010101010102,1,1,0,4,-0.8660254037844386,0.5000000000000001
SKY@ELEVEN,,2271.2,THOMSON LANE,Resale,Strata,Condominium,1.0,11.0,Core Central Region,test,24,5,26,30,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
ROYALGREEN,,688.9,ANAMALAI AVENUE,New Sale,Strata,Condominium,1.0,10.0,Core Central Region,test,21,5,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
AFFINITY AT SERANGOON,,904.18,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,Apartment,1.0,19.0,Outside Central Region,test,23,9,1,5,0,99,2018,94,5,0.050505050505050504,1,0,0,3,-1.0,-1.8369701987210297e-16
PARC ELEGANCE,,409.03,TELOK KURAU ROAD,Resale,Strata,Apartment,1.0,15.0,Outside Central Region,test,22,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
REFLECTIONS AT KEPPEL BAY,,1280.92,KEPPEL BAY VIEW,Resale,Strata,Condominium,1.0,4.0,Rest of Central Region,test,24,3,6,10,0,99,2006,81,18,0.18181818181818182,1,0,0,1,1.0,6.123233995736766e-17
D'NEST,,775.01,PASIR RIS GROVE,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,test,24,5,1,5,0,99,2010,85,14,0.1414141414141414,1,0,0,2,0.49999999999999994,-0.8660254037844387
NORMANTON PARK,,914.94,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,test,21,9,6,10,0,99,2019,97,2,0.020202020202020204,1,0,0,3,-1.0,-1.8369701987210297e-16
THE COMMODORE,,742.72,CANBERRA DRIVE,New Sale,Strata,Condominium,1.0,27.0,Outside Central Region,test,21,11,1,5,0,99,2020,98,1,0.010101010101010102,1,1,1,4,-0.5000000000000004,0.8660254037844384
LENTOR HILLS RESIDENCES,,753.48,LENTOR HILLS ROAD,New Sale,Strata,Apartment,1.0,26.0,Outside Central Region,test,23,7,1,5,0,99,2022,98,1,0.010101010101010102,1,0,0,3,-0.4999999999999998,-0.8660254037844388
NATURA@HILLVIEW,,1216.33,HILLVIEW TERRACE,Resale,Strata,Apartment,1.0,23.0,Outside Central Region,test,23,10,6,10,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
